session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
3,30,dca4fykp,1,tt,Instructions,1549369245,49,1,False
3,30,dca4fykp,2,tt,Task,1549369292,47,1,False
3,30,dca4fykp,3,tt,BeliefInstructions,1549369310,18,1,False
3,30,dca4fykp,4,tt,Beliefs,1549369347,37,1,False
3,30,dca4fykp,5,wordscra,Task,1549369418,71,1,False
3,30,dca4fykp,6,postexp,Risk,1549369429,11,1,False
3,30,dca4fykp,7,postexp,Pref1,1549369476,47,1,False
3,30,dca4fykp,8,postexp,Pref2,1549369513,37,1,False
3,30,dca4fykp,9,postexp,Demographics,1549369545,32,1,False
3,30,dca4fykp,10,postexp,ResultsTask,1549369554,9,1,False
3,30,dca4fykp,11,postexp,Results,1549369835,281,1,False
3,31,h86ekofy,1,tt,Instructions,1549369432,15,1,False
3,31,h86ekofy,2,tt,Task,1549369561,129,1,False
3,31,h86ekofy,3,tt,BeliefInstructions,1549369563,2,1,False
3,31,h86ekofy,4,tt,Beliefs,1549369639,76,1,False
3,31,h86ekofy,5,wordscra,Task,1549369746,107,1,False
3,31,h86ekofy,6,postexp,Risk,1549369755,9,1,False
3,31,h86ekofy,7,postexp,Pref1,1549369794,39,1,False
3,31,h86ekofy,8,postexp,Pref2,1549369818,24,1,False
3,31,h86ekofy,9,postexp,Demographics,1549369852,34,1,False
3,31,h86ekofy,10,postexp,ResultsTask,1549369861,9,1,False
3,31,h86ekofy,11,postexp,Results,1549369891,30,1,False
3,33,94sq7yka,1,tt,Instructions,1549370107,157,1,False
3,33,94sq7yka,2,tt,Task,1549370162,55,1,False
3,33,94sq7yka,3,tt,BeliefInstructions,1549370185,23,1,False
3,33,94sq7yka,4,tt,Beliefs,1549370378,193,1,False
3,33,94sq7yka,5,wordscra,Task,1549370461,83,1,False
3,33,94sq7yka,6,postexp,Risk,1549370476,15,1,False
3,33,94sq7yka,7,postexp,Pref1,1549370547,71,1,False
3,33,94sq7yka,8,postexp,Pref2,1549370577,30,1,False
3,33,94sq7yka,9,postexp,Demographics,1549370635,58,1,False
3,33,94sq7yka,10,postexp,ResultsTask,1549370648,13,1,False
3,33,94sq7yka,11,postexp,Results,1549370698,50,1,False
3,34,rzx7qe15,1,tt,Instructions,1549370979,69,1,False
3,34,rzx7qe15,2,tt,Task,1549371013,34,1,False
3,34,rzx7qe15,3,tt,BeliefInstructions,1549371015,2,1,False
3,34,rzx7qe15,4,tt,Beliefs,1549371039,24,1,False
3,34,rzx7qe15,5,wordscra,Task,1549371072,33,1,False
3,34,rzx7qe15,6,postexp,Risk,1549371081,9,1,False
3,34,rzx7qe15,7,postexp,Pref1,1549371126,45,1,False
3,34,rzx7qe15,8,postexp,Pref2,1549371136,10,1,False
3,34,rzx7qe15,9,postexp,Demographics,1549371166,30,1,False
3,34,rzx7qe15,10,postexp,ResultsTask,1549371173,7,1,False
3,34,rzx7qe15,11,postexp,Results,1549371241,68,1,False
3,36,vyk9fniw,1,tt,Instructions,1549371431,479,1,False
3,36,vyk9fniw,2,tt,Task,1549371522,91,1,False
3,36,vyk9fniw,3,tt,BeliefInstructions,1549371549,27,1,False
3,36,vyk9fniw,4,tt,Beliefs,1549371590,41,1,False
3,36,vyk9fniw,5,wordscra,Task,1549371696,106,1,False
3,36,vyk9fniw,6,postexp,Risk,1549371720,24,1,False
3,36,vyk9fniw,7,postexp,Pref1,1549371799,79,1,False
3,36,vyk9fniw,8,postexp,Pref2,1549371834,35,1,False
3,36,vyk9fniw,9,postexp,Demographics,1549371894,60,1,False
3,36,vyk9fniw,10,postexp,ResultsTask,1549371914,20,1,False
3,36,vyk9fniw,11,postexp,Results,1549371986,72,1,False
3,37,wj4e0gh5,1,tt,Instructions,1549371149,81,1,False
3,37,wj4e0gh5,2,tt,Task,1549371172,23,1,False
3,37,wj4e0gh5,3,tt,BeliefInstructions,1549371187,15,1,False
3,37,wj4e0gh5,4,tt,Beliefs,1549371217,30,1,False
3,37,wj4e0gh5,5,wordscra,Task,1549371311,94,1,False
3,37,wj4e0gh5,6,postexp,Risk,1549371320,9,1,False
3,37,wj4e0gh5,7,postexp,Pref1,1549371364,44,1,False
3,37,wj4e0gh5,8,postexp,Pref2,1549371395,31,1,False
3,37,wj4e0gh5,9,postexp,Demographics,1549371482,87,1,False
3,37,wj4e0gh5,10,postexp,ResultsTask,1549371493,11,1,False
3,37,wj4e0gh5,11,postexp,Results,1549371533,40,1,False
3,38,3qyupy2j,1,tt,Instructions,1549371387,26,1,False
3,39,qf40gt2q,1,tt,Instructions,1549373194,48,1,False
3,39,qf40gt2q,2,tt,Task,1549373251,57,1,False
3,39,qf40gt2q,3,tt,BeliefInstructions,1549373262,11,1,False
3,39,qf40gt2q,4,tt,Beliefs,1549373297,35,1,False
3,39,qf40gt2q,5,wordscra,Task,1549373341,44,1,False
3,39,qf40gt2q,6,postexp,Risk,1549373355,14,1,False
3,39,qf40gt2q,7,postexp,Pref1,1549373401,46,1,False
3,39,qf40gt2q,8,postexp,Pref2,1549373428,27,1,False
3,39,qf40gt2q,9,postexp,Demographics,1549374946,1518,1,False
3,39,qf40gt2q,10,postexp,ResultsTask,1549374954,8,1,False
3,39,qf40gt2q,11,postexp,Results,1549374988,34,1,False
3,40,pinu1vj0,1,tt,Instructions,1549373751,78,1,False
3,40,pinu1vj0,2,tt,Task,1549373812,61,1,False
3,40,pinu1vj0,3,tt,BeliefInstructions,1549373830,18,1,False
3,40,pinu1vj0,4,tt,Beliefs,1549373886,56,1,False
3,40,pinu1vj0,5,wordscra,Task,1549374011,125,1,False
3,40,pinu1vj0,6,postexp,Risk,1549374023,12,1,False
3,40,pinu1vj0,7,postexp,Pref1,1549374080,57,1,False
3,40,pinu1vj0,8,postexp,Pref2,1549374114,34,1,False
3,40,pinu1vj0,9,postexp,Demographics,1549374154,40,1,False
3,40,pinu1vj0,10,postexp,ResultsTask,1549374171,17,1,False
3,40,pinu1vj0,11,postexp,Results,1549374211,40,1,False
3,41,lbnixfbe,1,tt,Instructions,1549373788,51,1,False
3,41,lbnixfbe,2,tt,Task,1549374239,451,1,False
3,41,lbnixfbe,3,tt,BeliefInstructions,1549374244,5,1,False
3,41,lbnixfbe,4,tt,Beliefs,1549374269,25,1,False
3,41,lbnixfbe,5,wordscra,Task,1549374315,46,1,False
3,41,lbnixfbe,6,postexp,Risk,1549374328,13,1,False
3,41,lbnixfbe,7,postexp,Pref1,1549374408,80,1,False
3,41,lbnixfbe,8,postexp,Pref2,1549374431,23,1,False
3,41,lbnixfbe,9,postexp,Demographics,1549374477,46,1,False
3,41,lbnixfbe,10,postexp,ResultsTask,1549374504,27,1,False
3,41,lbnixfbe,11,postexp,Results,1549374554,50,1,False
3,43,djo4db9c,1,tt,Instructions,1549374078,219,1,False
3,43,djo4db9c,2,tt,Task,1549374124,46,1,False
3,43,djo4db9c,3,tt,BeliefInstructions,1549374136,12,1,False
3,43,djo4db9c,4,tt,Beliefs,1549374172,36,1,False
3,43,djo4db9c,5,wordscra,Task,1549374240,68,1,False
3,43,djo4db9c,6,postexp,Risk,1549374249,9,1,False
3,43,djo4db9c,7,postexp,Pref1,1549374288,39,1,False
3,43,djo4db9c,8,postexp,Pref2,1549374322,34,1,False
3,43,djo4db9c,9,postexp,Demographics,1549374368,46,1,False
3,43,djo4db9c,10,postexp,ResultsTask,1549374376,8,1,False
3,43,djo4db9c,11,postexp,Results,1549374440,64,1,False
3,44,9hepnqd8,1,tt,Instructions,1549375693,107,1,False
3,44,9hepnqd8,2,tt,Task,1549375798,105,1,False
3,44,9hepnqd8,3,tt,BeliefInstructions,1549375832,34,1,False
3,44,9hepnqd8,4,tt,Beliefs,1549375894,62,1,False
3,44,9hepnqd8,5,wordscra,Task,1549376477,583,1,False
