"pp","type","endowment","productivity","svo_angle","svo_category","svo_totalself","svo_totalother","pref_1","pref_2","pref_3","pref_4","coop_HH","coop_HL","coop_LH","coop_LL","belief_HH","belief_HL","belief_LH","belief_LL","create_types","create_types_MC","create_types_MC_other","create_pairs_HH","create_pairs_HL","create_pairs_LH","create_pairs_LL","create_pairs_MC","create_pairs_MC_other","fair_con_HHHH_HH","fair_con_HHHL_HH","fair_con_HHHL_HL","fair_con_HHLH_HH","fair_con_HHLH_LH","fair_con_HHLL_HH","fair_con_HHLL_LL","fair_con_HLHL_HL","fair_con_HLLH_HL","fair_con_HLLH_LH","fair_con_HLLL_HL","fair_con_HLLL_LL","fair_con_LHLH_LH","fair_con_LHLL_LH","fair_con_LHLL_LL","fair_con_LLLL_LL","faircoop_MC","faircoop_MC_other","fair_earn_HHHH_HH_1","fair_earn_HHHH_HH_2","fair_earn_HHHL_HH","fair_earn_HHHL_HL","fair_earn_HHLH_HH","fair_earn_HHLH_LH","fair_earn_HHLL_HH","fair_earn_HHLL_LL","fair_earn_HLHL_HL_1","fair_earn_HLHL_HL_2","fair_earn_HLLH_HL","fair_earn_HLLH_LH","fair_earn_HLLL_HL","fair_earn_HLLL_LL","fair_earn_LHLH_LH_1","fair_earn_LHLH_LH_2","fair_earn_LHLL_LH","fair_earn_LHLL_LL","fair_earn_LLLL_LL_1","fair_earn_LLLL_LL_2","fairearn_MC","fairearn_MC_other","inequality_beliefs1_1","inequality_beliefs1_2","inequality_beliefs1_3","inequality_beliefs1_4","inequality_beliefs2_1","inequality_beliefs2_2","inequality_beliefs2_3","inequality_beliefs2_4","inequality_beliefs2_5","inequality_attitudes_1","inequality_attitudes_2","gender","age","country","education","political_orientation","social_ideology","economic_ideology","fair_con_HHHH_HH_rel","fair_con_HHHL_HH_rel","fair_con_HHHL_HL_rel","fair_con_HHLH_HH_rel","fair_con_HHLH_LH_rel","fair_con_HHLL_HH_rel","fair_con_HHLL_LL_rel","fair_con_HLHL_HL_rel","fair_con_HLLH_HL_rel","fair_con_HLLH_LH_rel","fair_con_HLLL_HL_rel","fair_con_HLLL_LL_rel","fair_con_LHLH_LH_rel","fair_con_LHLL_LH_rel","fair_con_LHLL_LL_rel","fair_con_LLLL_LL_rel","fair_earn_HHHH_HH_rel","fair_earn_HHHL_HH_rel","fair_earn_HHHL_HL_rel","fair_earn_HHLH_HH_rel","fair_earn_HHLH_LH_rel","fair_earn_HHLL_HH_rel","fair_earn_HHLL_LL_rel","fair_earn_HLHL_HL_rel","fair_earn_HLLH_HL_rel","fair_earn_HLLH_LH_rel","fair_earn_HLLL_HL_rel","fair_earn_HLLL_LL_rel","fair_earn_LHLH_LH_rel","fair_earn_LHLL_LH_rel","fair_earn_LHLL_LL_rel","fair_earn_LLLL_LL_rel","inequality_beliefs1_1_num","inequality_beliefs1_2_num","inequality_beliefs1_3_num","inequality_beliefs1_4_num","inequality_beliefs2_1_num","inequality_beliefs2_2_num","inequality_beliefs2_3_num","inequality_beliefs2_4_num","inequality_beliefs2_5_num","inequality_attitudes_1_num","inequality_attitudes_2_num","merit","luck"
"R_3KNOsBqiSGz0oMG","LH",25,1.7,34.88,"Prosocial",1288,1225,"HH","HL","LH","LL",0,0,0,0,0,0,0,0,"HL-LH","Inequality","","LL","LH","HL","HH","Inequality","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Welfare","",128,128,113,113,100,71,90,71,98,98,85,56,80,51,43,43,43,33,33,33,"Other","I wanted to be fair but I also wanted to maximize the benefits while also reducing inequality, depending on how much they contributed and what kind of type they are.","strongly disagree","strongly agree","strongly disagree","strongly disagree","strongly agree","strongly disagree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","Male",30,"United States of America","High school graduate (high school diploma or equivalent including GED)",2,1,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,58.8235294117647,41.7647058823529,56.25,44.375,50.2564102564103,60.7142857142857,40,61.5384615384615,39.2307692307692,50.5882352941176,57.3333333333333,44,50.7692307692308,1,5,1,1,5,1,5,5,5,5,5,1,5
"R_3kIp72dVxcJsnoS","LH",25,1.7,7.82,"Individualistic",1455,1075,"HH","HL","LH","LL",25,25,0,0,20,25,0,0,"HL-LH","Inequality","","LL","LH","HL","HH","Inequality","",75,70,75,25,25,25,25,75,75,25,25,25,25,25,25,25,"Welfare","",128,128,113,113,100,71,100,61,98,98,100,41,90,41,43,43,38,38,33,33,"Inequality","","agree somewhat","disagree somewhat","agree somewhat","neither agree
nor disagree","strongly agree","strongly agree","strongly agree","strongly agree","neither agree
nor disagree","agree somewhat","strongly agree","Male",50,"United States of America","Bachelor's degree in college (4-year)",2,2,7,100,93.3333333333333,100,33.3333333333333,100,33.3333333333333,100,100,100,100,33.3333333333333,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,58.8235294117647,41.7647058823529,62.5,38.125,50.2564102564103,71.4285714285714,29.2857142857143,69.2307692307692,31.5384615384615,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,2,4,3,5,5,5,5,3,4,5,4,2
"R_Rtrc79LwP9Hn4wp","LH",25,1.7,18.15,"Individualistic",1438,1118,"HH","HL","LH","LL",10,10,10,10,19,10,10,10,"HL-LH","Welfare","","LH","HH","HL","LL","Similarity","",50,50,50,50,19,40,15,50,40,10,40,10,10,10,10,10,"Random","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","strongly agree","agree somewhat","agree somewhat","agree somewhat","agree somewhat","neither agree
nor disagree","agree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","agree somewhat","Female",28,"United States of America","Bachelor's degree in college (4-year)",3,3,3,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,76,53.3333333333333,60,66.6666666666667,53.3333333333333,40,53.3333333333333,40,40,40,40,40,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,5,4,4,4,4,3,4,3,4,4,4,5,4
"R_2v8rUCjcn6n1vdt","LH",25,1.7,37.48,"Prosocial",1281,1233,"HL","LH","HH","LL",25,25,25,25,25,25,25,25,"HL-LH","Similarity","","LL","LH","HL","HH","Welfare","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Inequality","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Inequality","","disagree somewhat","agree somewhat","neither agree
nor disagree","neither agree
nor disagree","strongly agree","strongly disagree","neither agree
nor disagree","strongly agree","neither agree
nor disagree","agree somewhat","strongly agree","Male",40,"United Kingdom of Great Britain and Northern Ireland","Some college but no degree",2,2,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,3,3,5,1,3,5,3,4,5,2,4
"R_9M2Ba980JeunZER","LH",25,1.7,30.43,"Prosocial",1297,1209,"HH","HL","LH","LL",15,10,15,15,50,25,15,10,"HH-LL","Welfare","","LL","LH","HL","HH","Inequality","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Inequality","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","strongly disagree","agree somewhat","strongly disagree","strongly disagree","strongly agree","strongly disagree","strongly disagree","strongly agree","agree somewhat","strongly agree","strongly agree","Female",38,"United States of America","Bachelor's degree in college (4-year)",2,1,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,1,1,5,1,1,5,4,5,5,1,4
"R_2aRjRcqX3nBaNtd","LH",25,1.7,37.48,"Prosocial",1281,1233,"HH","LH","HL","LL",10,15,15,10,20,25,15,15,"HL-LH","Inequality","","HL","HH","LL","LH","Inequality","",75,55,75,30,20,25,20,75,30,20,20,20,25,20,25,15,"Inequality","",128,128,128,98,128,43,128,33,98,98,98,43,98,33,43,43,43,33,33,33,"Inequality","","disagree somewhat","agree somewhat","disagree somewhat","disagree somewhat","disagree somewhat","neither agree
nor disagree","disagree somewhat","agree somewhat","strongly disagree","agree somewhat","strongly agree","Female",33,"United States of America","Associate degree in college (2-year)",2,1,7,100,73.3333333333333,100,40,80,33.3333333333333,80,100,40,80,26.6666666666667,80,100,80,100,60,50.1960784313725,56.8888888888889,43.5555555555556,75.2941176470588,25.2941176470588,80,20.625,50.2564102564103,70,30.7142857142857,75.3846153846154,25.3846153846154,50.5882352941176,57.3333333333333,44,50.7692307692308,2,4,2,2,2,3,2,4,1,4,5,2,4
"R_3fkn337NmPf6TY0","LH",25,1.7,37.48,"Prosocial",1289,1234,"HH","HL","LH","LL",15,15,15,15,40,40,10,10,"HL-LH","Inequality","","LL","LH","HH","HL","Inequality","",60,50,50,50,15,40,15,60,50,15,50,15,15,15,10,20,"Welfare","",128,128,113,113,91,80,80,81,98,98,71,70,71,60,43,43,38,38,33,33,"Inequality","","strongly agree","strongly disagree","strongly disagree","strongly agree","strongly disagree","strongly agree","strongly agree","disagree somewhat","strongly disagree","strongly disagree","neither agree
nor disagree","Male",41,"United States of America","Master's degree",1,2,2,80,66.6666666666667,66.6666666666667,66.6666666666667,60,53.3333333333333,60,80,66.6666666666667,60,66.6666666666667,60,60,60,40,80,50.1960784313725,50.2222222222222,50.2222222222222,53.5294117647059,47.0588235294118,50,50.625,50.2564102564103,50.7142857142857,50,54.6153846153846,46.1538461538462,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,5,1,1,5,1,5,5,2,1,1,3,5,1
"R_10o8tMaiPyZ2hfq","LH",25,1.7,30.84,"Prosocial",1301,1213,"HH","HL","LH","LL",9,10,5,13,5,12,7,10,"HL-LH","Welfare","","HL","LH","HH","LL","Similarity","",50,75,75,25,25,75,25,50,75,25,50,15,15,15,15,25,"Similarity","",126,130,113,113,151,20,81,80,98,98,101,40,101,30,43,43,38,38,33,33,"Welfare","","agree somewhat","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","agree somewhat","agree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","agree somewhat","Male",35,"United States of America","Bachelor's degree in college (4-year)",7,7,1,66.6666666666667,100,100,33.3333333333333,100,100,100,66.6666666666667,100,100,66.6666666666667,60,60,60,60,100,49.4117647058824,50.2222222222222,50.2222222222222,88.8235294117647,11.7647058823529,50.625,50,50.2564102564103,72.1428571428571,28.5714285714286,77.6923076923077,23.0769230769231,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,3,3,3,3,4,4,3,4,4,4,4,3
"R_YbIWZCq4vVINHRD","LH",25,1.7,34.88,"Prosocial",1294,1224,"HH","HL","LH","LL",10,15,10,10,25,15,10,10,"HL-LH","Similarity","","HL","HH","LH","LL","Inequality","",30,30,30,25,10,25,10,30,25,10,25,10,10,10,10,10,"Inequality","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","agree somewhat","agree somewhat","neither agree
nor disagree","disagree somewhat","disagree somewhat","agree somewhat","strongly agree","strongly agree","strongly disagree","strongly disagree","neither agree
nor disagree","Female",47,"United States of America","Some college but no degree",5,6,6,40,40,40,33.3333333333333,40,33.3333333333333,40,40,33.3333333333333,40,33.3333333333333,40,40,40,40,40,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,4,3,2,2,4,5,5,1,1,3,4,4
"R_2yd6MdbY8eDRHZN","LH",25,1.7,7.82,"Individualistic",1455,1075,"HH","HL","LH","LL",0,0,0,0,25,25,0,0,"HH-LL","Welfare","","LL","LH","HL","HH","Inequality","",30,30,30,30,0,30,0,30,30,0,30,0,0,0,0,0,"Inequality","",128,128,113,113,85,86,80,81,98,98,70,71,65,66,43,43,38,38,33,33,"Welfare","","strongly disagree","strongly agree","strongly disagree","strongly disagree","strongly agree","strongly disagree","disagree somewhat","strongly agree","agree somewhat","strongly agree","strongly agree","Female",27,"United States of America","Bachelor's degree in college (4-year)",1,1,1,40,40,40,40,0,40,0,40,40,0,40,0,0,0,0,0,50.1960784313725,50.2222222222222,50.2222222222222,50,50.5882352941176,50,50.625,50.2564102564103,50,50.7142857142857,50,50.7692307692308,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,5,1,1,5,1,2,5,4,5,5,1,5
"R_3Jb108Ogh06gt0D","LH",25,1.7,-7.82,"Individualistic",1455,1005,"HL","HH","LH","LL",10,5,5,5,25,5,5,5,"HL-LH","Inequality","","LH","LL","HL","HH","Welfare","",74,60,56,56,18,56,5,74,74,18,56,18,22,24,22,18,"Inequality","",128,128,113,113,86,85,81,80,98,98,41,100,67,64,43,43,40,36,33,33,"Inequality","","strongly disagree","agree somewhat","strongly disagree","strongly disagree","agree somewhat","disagree somewhat","strongly disagree","strongly agree","neither agree
nor disagree","strongly agree","strongly agree","Male",37,"United States of America","Bachelor's degree in college (4-year)",5,5,2,98.6666666666667,80,74.6666666666667,74.6666666666667,72,74.6666666666667,20,98.6666666666667,98.6666666666667,72,74.6666666666667,72,88,96,88,72,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,29.2857142857143,71.4285714285714,51.5384615384615,49.2307692307692,50.5882352941176,53.3333333333333,48,50.7692307692308,1,4,1,1,4,2,1,5,3,5,5,1,4
"R_3DbdNZlSLqCfcgi","LH",25,1.7,7.82,"Individualistic",1455,1075,"LH","HH","HL","LL",5,5,10,5,15,10,10,5,"HL-LH","Inequality","","LH","LL","HL","HH","Welfare","",56,56,56,56,18,56,15,74,56,0,56,18,20,15,18,24,"Inequality","",128,128,116,110,86,85,81,80,98,98,71,70,70,61,43,43,40,36,33,33,"Inequality","","strongly disagree","agree somewhat","strongly disagree","strongly disagree","agree somewhat","disagree somewhat","strongly disagree","strongly agree","neither agree
nor disagree","strongly agree","strongly agree","Male",28,"United States of America","Bachelor's degree in college (4-year)",2,2,6,74.6666666666667,74.6666666666667,74.6666666666667,74.6666666666667,72,74.6666666666667,60,98.6666666666667,74.6666666666667,0,74.6666666666667,72,80,60,72,96,50.1960784313725,51.5555555555556,48.8888888888889,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,53.8461538461538,46.9230769230769,50.5882352941176,53.3333333333333,48,50.7692307692308,1,4,1,1,4,2,1,5,3,5,5,1,4
"R_3Gdl6q3MtnAVXnb","LH",25,1.7,61.39,"Altruistic",1053,1323,"LL","HL","LH","HH",25,25,25,25,10,13,15,10,"HL-LH","Welfare","","HL","LL","LH","HH","Random","",50,55,50,20,15,15,10,50,50,12,50,15,10,15,15,10,"Inequality","",128,128,113,113,71,100,61,100,98,98,41,100,65,66,43,43,38,38,33,33,"Welfare","","agree somewhat","strongly agree","strongly agree","neither agree
nor disagree","agree somewhat","strongly agree","strongly agree","agree somewhat","disagree somewhat","strongly agree","strongly agree","Male",23,"United States of America","Bachelor's degree in college (4-year)",4,4,4,66.6666666666667,73.3333333333333,66.6666666666667,26.6666666666667,60,20,40,66.6666666666667,66.6666666666667,48,66.6666666666667,60,40,60,60,40,50.1960784313725,50.2222222222222,50.2222222222222,41.7647058823529,58.8235294117647,38.125,62.5,50.2564102564103,29.2857142857143,71.4285714285714,50,50.7692307692308,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,5,5,3,4,5,5,4,2,5,5,4,5
"R_T6NXA30uhxtO3Bv","LH",25,1.7,34.88,"Prosocial",1288,1225,"HH","HL","LH","LL",15,15,15,15,35,25,10,10,"HL-LH","Inequality","","LL","LH","HL","HH","Inequality","",50,50,40,50,15,50,10,40,50,15,50,10,15,15,10,10,"Inequality","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","strongly disagree","strongly agree","disagree somewhat","disagree somewhat","neither agree
nor disagree","disagree somewhat","agree somewhat","strongly agree","disagree somewhat","agree somewhat","agree somewhat","Female",33,"United States of America","Some college but no degree",2,1,3,66.6666666666667,66.6666666666667,53.3333333333333,66.6666666666667,60,66.6666666666667,40,53.3333333333333,66.6666666666667,60,66.6666666666667,40,60,60,40,40,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,5,2,2,3,2,4,5,2,4,4,1,5
"R_1F3z6W3xvZsWwae","LH",25,1.7,7.82,"Individualistic",1455,1075,"HH","HL","LH","LL",12,12,12,12,12,12,12,12,"HH-LL","Similarity","","LL","LH","HL","HH","Inequality","",35,35,35,35,12,35,12,35,35,12,35,12,12,12,12,12,"Similarity","",128,128,113,113,86,85,81,80,98,98,70,71,66,65,43,43,38,38,33,33,"Inequality","","strongly disagree","strongly agree","strongly disagree","neither agree
nor disagree","strongly agree","strongly disagree","strongly disagree","strongly agree","neither agree
nor disagree","strongly agree","strongly agree","Female",38,"United States of America","High school graduate (high school diploma or equivalent including GED)",2,1,4,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,48,46.6666666666667,48,46.6666666666667,46.6666666666667,48,46.6666666666667,48,48,48,48,48,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50,50.7142857142857,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,5,1,3,5,1,1,5,3,5,5,1,5
"R_1JPAGgYFsCFF8tG","LH",25,1.7,23.61,"Prosocial",1332,1140,"HL","LL","HH","LH",10,15,10,10,10,15,10,10,"HH-LL","Random","","LL","LH","HL","HH","Inequality","",25,20,15,15,10,25,10,15,20,10,20,10,10,20,20,20,"Welfare","",128,128,113,113,60,111,61,100,98,98,50,91,50,81,43,43,38,38,33,33,"Welfare","","disagree somewhat","agree somewhat","disagree somewhat","neither agree
nor disagree","disagree somewhat","strongly disagree","disagree somewhat","strongly agree","strongly disagree","disagree somewhat","agree somewhat","Male",27,"United States of America","Bachelor's degree in college (4-year)",2,2,7,33.3333333333333,26.6666666666667,20,20,40,33.3333333333333,40,20,26.6666666666667,40,26.6666666666667,40,40,80,80,80,50.1960784313725,50.2222222222222,50.2222222222222,35.2941176470588,65.2941176470588,38.125,62.5,50.2564102564103,35.7142857142857,65,38.4615384615385,62.3076923076923,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,2,3,2,1,2,5,1,2,4,2,4
"R_s83dWcjM9jYlcqd","LH",25,1.7,34.36,"Prosocial",1286,1211,"HH","LH","HL","LL",15,15,10,15,25,25,10,10,"HL-LH","Welfare","","LH","HL","HH","LL","Inequality","",70,40,50,50,20,45,15,65,50,20,45,15,20,10,15,15,"Welfare","",128,128,113,113,71,100,90,71,98,98,80,61,75,56,43,43,38,38,33,33,"Inequality","","strongly disagree","agree somewhat","strongly agree","neither agree
nor disagree","agree somewhat","disagree somewhat","agree somewhat","strongly agree","neither agree
nor disagree","agree somewhat","strongly agree","Female",42,"United States of America","Some college but no degree",2,1,5,93.3333333333333,53.3333333333333,66.6666666666667,66.6666666666667,80,60,60,86.6666666666667,66.6666666666667,80,60,60,80,40,60,60,50.1960784313725,50.2222222222222,50.2222222222222,41.7647058823529,58.8235294117647,56.25,44.375,50.2564102564103,57.1428571428571,43.5714285714286,57.6923076923077,43.0769230769231,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,5,3,4,2,4,5,3,4,5,1,4
"R_2WwNHjTYtoVMtOS","LH",25,1.7,-7.82,"Individualistic",1455,1005,"HH","HL","LH","LL",10,10,15,10,10,10,15,10,"HH-LL","Welfare","","LH","HL","HH","LL","Welfare","",50,50,50,50,10,50,10,50,50,15,50,10,10,10,10,10,"Welfare","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","disagree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","Female",44,"United States of America","High school graduate (high school diploma or equivalent including GED)",3,3,3,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,40,66.6666666666667,40,66.6666666666667,66.6666666666667,60,66.6666666666667,40,40,40,40,40,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,2,4,4,2,4,4,2,4,4,2,4
"R_2U9l5CX9V6i3rxo","LH",25,1.7,7.82,"Individualistic",1445,1085,"HH","HL","LH","LL",0,0,10,0,10,10,10,0,"HH-LL","Similarity","","HH","HL","LH","LL","Similarity","",60,52,50,25,5,20,5,50,20,5,25,5,15,5,5,10,"Inequality","",128,128,115,111,100,71,100,61,98,98,86,55,90,41,43,43,39,37,33,33,"Inequality","","disagree somewhat","agree somewhat","strongly disagree","strongly disagree","strongly agree","neither agree
nor disagree","neither agree
nor disagree","strongly agree","agree somewhat","strongly agree","strongly agree","Female",38,"United States of America","Doctoral degree",1,1,1,80,69.3333333333333,66.6666666666667,33.3333333333333,20,26.6666666666667,20,66.6666666666667,26.6666666666667,20,33.3333333333333,20,60,20,20,40,50.1960784313725,51.1111111111111,49.3333333333333,58.8235294117647,41.7647058823529,62.5,38.125,50.2564102564103,61.4285714285714,39.2857142857143,69.2307692307692,31.5384615384615,50.5882352941176,52,49.3333333333333,50.7692307692308,2,4,1,1,5,3,3,5,4,5,5,2,4
"R_1gvAa2gxG0imYdJ","LH",25,1.7,33.82,"Prosocial",1310,1204,"HH","LH","HL","LL",20,20,25,10,25,30,25,25,"HH-LL","Welfare","","HL","LH","HH","LL","Welfare","",75,30,40,40,20,30,20,75,30,20,30,20,25,15,20,20,"Welfare","",128,128,113,113,128,43,121,40,98,98,106,35,98,33,43,43,38,38,33,33,"Welfare","","disagree somewhat","neither agree
nor disagree","neither agree
nor disagree","disagree somewhat","agree somewhat","disagree somewhat","disagree somewhat","strongly agree","neither agree
nor disagree","agree somewhat","agree somewhat","Male",20,"United States of America","Some college but no degree",2,2,3,100,40,53.3333333333333,53.3333333333333,80,40,80,100,40,80,40,80,100,60,80,80,50.1960784313725,50.2222222222222,50.2222222222222,75.2941176470588,25.2941176470588,75.625,25,50.2564102564103,75.7142857142857,25,75.3846153846154,25.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,3,3,2,4,2,2,5,3,4,4,2,3
"R_1BY0NABLlULUxHE","LH",25,1.7,34.88,"Prosocial",1296,1216,"HH","LL","HL","LH",25,10,25,25,25,15,25,25,"HH-LL","Similarity","","LH","LL","HH","HL","Similarity","",75,55,55,50,25,50,25,40,50,20,40,25,25,25,25,25,"Similarity","",126,130,113,113,131,40,80,81,98,98,111,30,101,30,43,43,38,38,33,33,"Similarity","","agree somewhat","neither agree
nor disagree","neither agree
nor disagree","disagree somewhat","neither agree
nor disagree","agree somewhat","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","agree somewhat","agree somewhat","Male",35,"United States of America","Bachelor's degree in college (4-year)",7,7,1,100,73.3333333333333,73.3333333333333,66.6666666666667,100,66.6666666666667,100,53.3333333333333,66.6666666666667,80,53.3333333333333,100,100,100,100,100,49.4117647058824,50.2222222222222,50.2222222222222,77.0588235294118,23.5294117647059,50,50.625,50.2564102564103,79.2857142857143,21.4285714285714,77.6923076923077,23.0769230769231,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,3,3,2,3,4,3,3,3,4,4,4,3
"R_1Iutgxn4WhXwAvu","LH",25,1.7,37.48,"Prosocial",1287,1232,"HH","HL","LH","LL",25,10,25,10,10,10,25,10,"HL-LH","Welfare","","LL","HL","LH","HH","Welfare","",75,75,75,25,25,25,25,75,25,25,10,25,25,25,25,25,"Welfare","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Other","I kept it to the rules of the interaction regardless of the result therefore knowingly some parties made themselves worse off by contributing their full income. Perhaps their motives were altruistic, but it was their choice and I honored it.","strongly disagree","agree somewhat","strongly disagree","neither agree
nor disagree","agree somewhat","strongly disagree","strongly agree","strongly agree","agree somewhat","strongly agree","agree somewhat","Male",49,"United States of America","Bachelor's degree in college (4-year)",4,2,3,100,100,100,33.3333333333333,100,33.3333333333333,100,100,33.3333333333333,100,13.3333333333333,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,1,3,4,1,5,5,4,5,4,1,4
"R_2Y3T84KPBFDqrGS","LH",25,1.7,37.48,"Prosocial",1283,1258,"LL","LH","HL","HH",10,10,15,15,20,15,5,10,"HL-LH","Other","I matched low with high and high with low","HH","HL","LH","LL","Similarity","",35,30,10,30,20,25,15,20,10,15,25,15,20,20,10,15,"Similarity","",128,128,120,106,115,56,128,33,98,98,75,66,98,33,43,43,43,33,33,33,"Other","Those who contributed most to the pot should get back more too","strongly disagree","disagree somewhat","neither agree
nor disagree","agree somewhat","strongly agree","strongly disagree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","Female",27,"United States of America","High school graduate (high school diploma or equivalent including GED)",2,1,5,46.6666666666667,40,13.3333333333333,40,80,33.3333333333333,60,26.6666666666667,13.3333333333333,60,33.3333333333333,60,80,80,40,60,50.1960784313725,53.3333333333333,47.1111111111111,67.6470588235294,32.9411764705882,80,20.625,50.2564102564103,53.5714285714286,47.1428571428571,75.3846153846154,25.3846153846154,50.5882352941176,57.3333333333333,44,50.7692307692308,1,2,3,4,5,1,5,5,5,5,5,1,2
"R_2Ey0xokKKSXOfxd","LH",25,1.7,21.85,"Individualistic",1340,1156,"HH","HL","LH","LL",15,10,10,10,45,35,10,10,"HL-LH","Inequality","","LL","LH","HL","HH","Inequality","",75,65,55,50,15,50,10,75,50,10,50,15,15,15,12,25,"Inequality","",128,128,116,110,91,80,105,56,98,98,80,61,76,55,43,43,42,34,33,33,"Similarity","","disagree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","Male",23,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",4,3,6,100,86.6666666666667,73.3333333333333,66.6666666666667,60,66.6666666666667,40,100,66.6666666666667,40,66.6666666666667,60,60,60,48,100,50.1960784313725,51.5555555555556,48.8888888888889,53.5294117647059,47.0588235294118,65.625,35,50.2564102564103,57.1428571428571,43.5714285714286,58.4615384615385,42.3076923076923,50.5882352941176,56,45.3333333333333,50.7692307692308,2,4,2,4,4,2,4,4,2,4,4,2,4
