"pp","type","endowment","productivity","svo_angle","svo_category","svo_totalself","svo_totalother","pref_1","pref_2","pref_3","pref_4","coop_HH","coop_HL","coop_LH","coop_LL","belief_HH","belief_HL","belief_LH","belief_LL","create_types","create_types_MC","create_types_MC_other","create_pairs_HH","create_pairs_HL","create_pairs_LH","create_pairs_LL","create_pairs_MC","create_pairs_MC_other","fair_con_HHHH_HH","fair_con_HHHL_HH","fair_con_HHHL_HL","fair_con_HHLH_HH","fair_con_HHLH_LH","fair_con_HHLL_HH","fair_con_HHLL_LL","fair_con_HLHL_HL","fair_con_HLLH_HL","fair_con_HLLH_LH","fair_con_HLLL_HL","fair_con_HLLL_LL","fair_con_LHLH_LH","fair_con_LHLL_LH","fair_con_LHLL_LL","fair_con_LLLL_LL","faircoop_MC","faircoop_MC_other","fair_earn_HHHH_HH_1","fair_earn_HHHH_HH_2","fair_earn_HHHL_HH","fair_earn_HHHL_HL","fair_earn_HHLH_HH","fair_earn_HHLH_LH","fair_earn_HHLL_HH","fair_earn_HHLL_LL","fair_earn_HLHL_HL_1","fair_earn_HLHL_HL_2","fair_earn_HLLH_HL","fair_earn_HLLH_LH","fair_earn_HLLL_HL","fair_earn_HLLL_LL","fair_earn_LHLH_LH_1","fair_earn_LHLH_LH_2","fair_earn_LHLL_LH","fair_earn_LHLL_LL","fair_earn_LLLL_LL_1","fair_earn_LLLL_LL_2","fairearn_MC","fairearn_MC_other","inequality_beliefs1_1","inequality_beliefs1_2","inequality_beliefs1_3","inequality_beliefs1_4","inequality_beliefs2_1","inequality_beliefs2_2","inequality_beliefs2_3","inequality_beliefs2_4","inequality_beliefs2_5","inequality_attitudes_1","inequality_attitudes_2","gender","age","country","education","political_orientation","social_ideology","economic_ideology","fair_con_HHHH_HH_rel","fair_con_HHHL_HH_rel","fair_con_HHHL_HL_rel","fair_con_HHLH_HH_rel","fair_con_HHLH_LH_rel","fair_con_HHLL_HH_rel","fair_con_HHLL_LL_rel","fair_con_HLHL_HL_rel","fair_con_HLLH_HL_rel","fair_con_HLLH_LH_rel","fair_con_HLLL_HL_rel","fair_con_HLLL_LL_rel","fair_con_LHLH_LH_rel","fair_con_LHLL_LH_rel","fair_con_LHLL_LL_rel","fair_con_LLLL_LL_rel","fair_earn_HHHH_HH_rel","fair_earn_HHHL_HH_rel","fair_earn_HHHL_HL_rel","fair_earn_HHLH_HH_rel","fair_earn_HHLH_LH_rel","fair_earn_HHLL_HH_rel","fair_earn_HHLL_LL_rel","fair_earn_HLHL_HL_rel","fair_earn_HLLH_HL_rel","fair_earn_HLLH_LH_rel","fair_earn_HLLL_HL_rel","fair_earn_HLLL_LL_rel","fair_earn_LHLH_LH_rel","fair_earn_LHLL_LH_rel","fair_earn_LHLL_LL_rel","fair_earn_LLLL_LL_rel","inequality_beliefs1_1_num","inequality_beliefs1_2_num","inequality_beliefs1_3_num","inequality_beliefs1_4_num","inequality_beliefs2_1_num","inequality_beliefs2_2_num","inequality_beliefs2_3_num","inequality_beliefs2_4_num","inequality_beliefs2_5_num","inequality_attitudes_1_num","inequality_attitudes_2_num","merit","luck"
"R_22Qct4AQc7nPwep","LL",25,1.3,7.82,"Individualistic",1455,1075,"HH","LH","HL","LL",5,5,5,5,15,10,5,5,"HH-LL","Similarity","","LL","LH","HL","HH","Inequality","",75,75,75,35,12,35,12,75,35,12,35,12,25,25,25,12,"Welfare","",128,128,128,98,128,43,121,40,98,98,98,43,91,40,43,43,38,38,33,33,"Similarity","","agree somewhat","agree somewhat","disagree somewhat","neither agree
nor disagree","disagree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","strongly disagree","Male",33,"United States of America","Bachelor's degree in college (4-year)",5,6,4,100,100,100,46.6666666666667,48,46.6666666666667,48,100,46.6666666666667,48,46.6666666666667,48,100,100,100,48,50.1960784313725,56.8888888888889,43.5555555555556,75.2941176470588,25.2941176470588,75.625,25,50.2564102564103,70,30.7142857142857,70,30.7692307692308,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,4,2,3,2,3,4,4,2,4,1,4,4
"R_1kSOlbrXjNLSr3B","LL",25,1.3,37.09,"Prosocial",1385,1215,"HH","LH","LL","HL",10,15,10,10,10,10,10,10,"HL-LH","Similarity","","LH","HH","LL","HL","Similarity","",30,30,30,30,15,30,15,25,30,15,30,15,15,10,15,15,"Similarity","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","neither agree
nor disagree","agree somewhat","neither agree
nor disagree","disagree somewhat","disagree somewhat","agree somewhat","agree somewhat","agree somewhat","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","Male",28,"United States of America","Bachelor's degree in college (4-year)",5,4,5,40,40,40,40,60,40,60,33.3333333333333,40,60,40,60,60,40,60,60,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,3,4,3,2,2,4,4,4,3,3,3,3,4
"R_1rd1EUAcWvjAfkx","LL",25,1.3,19.78,"Individualistic",1416,1110,"HH","HL","LH","LL",25,25,25,25,15,15,15,10,"HL-LH","Inequality","","HH","HL","LH","LL","Similarity","",75,75,75,30,25,25,25,75,32,25,35,25,25,25,25,25,"Inequality","",128,128,113,113,90,81,86,75,98,98,80,61,71,60,43,43,38,38,33,33,"Inequality","","disagree somewhat","neither agree
nor disagree","agree somewhat","neither agree
nor disagree","agree somewhat","strongly agree","strongly agree","neither agree
nor disagree","strongly agree","agree somewhat","neither agree
nor disagree","Male",44,"United States of America","Associate degree in college (2-year)",4,3,3,100,100,100,40,100,33.3333333333333,100,100,42.6666666666667,100,46.6666666666667,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,52.9411764705882,47.6470588235294,53.75,46.875,50.2564102564103,57.1428571428571,43.5714285714286,54.6153846153846,46.1538461538462,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,3,4,3,4,5,5,3,5,4,3,2,3
"R_12yA1wBCwDMgY02","LL",25,1.3,7.82,"Individualistic",1455,1075,"HH","HL","LH","LL",10,10,10,10,30,20,10,10,"HL-LH","Welfare","","LL","HH","LH","HL","Random","",30,30,30,30,10,30,10,30,30,10,30,15,10,10,10,10,"Random","",128,128,128,98,128,43,33,128,98,98,43,98,98,33,43,43,43,33,33,33,"Welfare","","agree somewhat","agree somewhat","agree somewhat","agree somewhat","agree somewhat","agree somewhat","strongly agree","agree somewhat","neither agree
nor disagree","strongly agree","agree somewhat","Female",28,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",4,5,5,40,40,40,40,40,40,40,40,40,40,40,60,40,40,40,40,50.1960784313725,56.8888888888889,43.5555555555556,75.2941176470588,25.2941176470588,20.625,80,50.2564102564103,30.7142857142857,70,75.3846153846154,25.3846153846154,50.5882352941176,57.3333333333333,44,50.7692307692308,4,4,4,4,4,4,5,4,3,5,4,4,4
"R_1JWbjM6yVqccCPn","LL",25,1.3,31.5,"Prosocial",1404,1165,"HH","HL","LH","LL",20,20,15,10,20,20,10,15,"HH-LL","Similarity","","LL","HL","LH","HH","Similarity","",70,45,69,60,20,60,25,50,50,15,60,15,15,10,15,20,"Welfare","",131,125,98,128,85,86,81,80,80,116,100,41,100,31,43,43,35,41,33,33,"Welfare","","agree somewhat","neither agree
nor disagree","disagree somewhat","neither agree
nor disagree","agree somewhat","neither agree
nor disagree","neither agree
nor disagree","agree somewhat","neither agree
nor disagree","agree somewhat","neither agree
nor disagree","Male",56,"United States of America","Master's degree",6,4,5,93.3333333333333,60,92,80,80,80,100,66.6666666666667,66.6666666666667,60,80,60,60,40,60,80,51.3725490196078,43.5555555555556,56.8888888888889,50,50.5882352941176,50.625,50,41.025641025641,71.4285714285714,29.2857142857143,76.9230769230769,23.8461538461538,50.5882352941176,46.6666666666667,54.6666666666667,50.7692307692308,4,3,2,3,4,3,3,4,3,4,3,4,3
"R_2rPElB2bFrkPZkO","LL",25,1.3,28.61,"Prosocial",1410,1150,"HH","HL","LH","LL",0,20,5,5,0,20,5,5,"HL-LH","Inequality","","LL","LH","HH","HL","Inequality","",75,75,20,75,25,75,5,20,20,25,10,5,25,8,5,25,"Inequality","",128,128,90,136,85,86,80,81,98,98,70,71,65,66,43,43,46,30,33,33,"Inequality","","strongly agree","strongly agree","strongly agree","strongly disagree","strongly agree","strongly disagree","strongly disagree","strongly agree","neither agree
nor disagree","strongly agree","strongly agree","Male",25,"United States of America","Some college but no degree",4,4,4,100,100,26.6666666666667,100,100,100,20,26.6666666666667,26.6666666666667,100,13.3333333333333,20,100,32,20,100,50.1960784313725,40,60.4444444444444,50,50.5882352941176,50,50.625,50.2564102564103,50,50.7142857142857,50,50.7692307692308,50.5882352941176,61.3333333333333,40,50.7692307692308,5,5,5,1,5,1,1,5,3,5,5,5,5
"R_31nLTD51EzU9cs8","LL",25,1.3,-16.26,"Competitive",1440,970,"HH","LH","HL","LL",25,0,25,0,50,25,25,0,"HH-LL","Welfare","","HH","HL","LH","LL","Welfare","",75,75,25,75,25,75,0,25,25,25,25,0,25,25,0,25,"Welfare","",128,128,128,98,128,43,128,33,98,98,43,98,0,131,43,43,0,76,33,33,"Welfare","","strongly disagree","neither agree
nor disagree","strongly agree","agree somewhat","agree somewhat","disagree somewhat","strongly disagree","strongly agree","agree somewhat","strongly agree","agree somewhat","Male",18,"United States of America","Some college but no degree",4,6,5,100,100,33.3333333333333,100,100,100,0,33.3333333333333,33.3333333333333,100,33.3333333333333,0,100,100,0,100,50.1960784313725,56.8888888888889,43.5555555555556,75.2941176470588,25.2941176470588,80,20.625,50.2564102564103,30.7142857142857,70,0,100.769230769231,50.5882352941176,0,101.333333333333,50.7692307692308,1,3,5,4,4,2,1,5,4,5,4,1,3
"R_OP4odoH24WWdtW9","LL",25,1.3,7.82,"Individualistic",1455,1075,"HH","HL","LH","LL",20,10,10,15,25,10,10,10,"HL-LH","Welfare","","LH","LL","HH","HL","Welfare","",50,50,55,50,15,50,10,35,40,15,25,10,15,15,10,10,"Welfare","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","disagree somewhat","agree somewhat","agree somewhat","disagree somewhat","disagree somewhat","agree somewhat","agree somewhat","agree somewhat","strongly disagree","agree somewhat","agree somewhat","Male",30,"United States of America","High school graduate (high school diploma or equivalent including GED)",4,5,4,66.6666666666667,66.6666666666667,73.3333333333333,66.6666666666667,60,66.6666666666667,40,46.6666666666667,53.3333333333333,60,33.3333333333333,40,60,60,40,40,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,4,2,2,4,4,4,1,4,4,2,4
"R_2RXsJNumpys1bRy","LL",25,1.3,34.88,"Prosocial",1285,1222,"HH","HL","LH","LL",20,20,20,15,30,30,10,10,"HH-LL","Similarity","","LL","LH","HL","HH","Inequality","",50,40,50,70,20,70,20,70,50,20,50,20,20,20,20,20,"Welfare","",128,128,123,103,63,108,101,60,98,98,85,56,81,50,43,43,38,38,33,33,"Inequality","","disagree somewhat","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","strongly agree","strongly agree","disagree somewhat","strongly agree","strongly agree","Male",36,"United States of America","Bachelor's degree in college (4-year)",2,2,6,66.6666666666667,53.3333333333333,66.6666666666667,93.3333333333333,80,93.3333333333333,80,93.3333333333333,66.6666666666667,80,66.6666666666667,80,80,80,80,80,50.1960784313725,54.6666666666667,45.7777777777778,37.0588235294118,63.5294117647059,63.125,37.5,50.2564102564103,60.7142857142857,40,62.3076923076923,38.4615384615385,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,4,2,4,4,5,5,2,5,5,2,4
"R_9ZRzC96wWsVf7KF","LL",25,1.3,37.48,"Prosocial",1287,1232,"HH","HL","LH","LL",25,25,25,25,10,10,10,10,"HH-LL","Welfare","","LL","LH","HL","HH","Welfare","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Welfare","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","agree somewhat","disagree somewhat","disagree somewhat","disagree somewhat","strongly disagree","agree somewhat","agree somewhat","disagree somewhat","disagree somewhat","disagree somewhat","neither agree
nor disagree","Male",43,"United States of America","Master's degree",4,4,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,2,2,2,1,4,4,2,2,2,3,4,2
"R_3lVua6IE8qWMxwI","LL",25,1.3,7.82,"Individualistic",1455,1075,"HH","HL","LH","LL",0,0,0,0,0,0,0,0,"HL-LH","Inequality","","LL","LH","HL","HH","Inequality","",75,75,75,75,25,75,25,75,25,25,75,25,25,25,25,25,"Welfare","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Similarity","","strongly disagree","agree somewhat","disagree somewhat","strongly disagree","agree somewhat","strongly disagree","disagree somewhat","strongly agree","neither agree
nor disagree","strongly agree","strongly agree","Male",45,"United States of America","Some college but no degree",1,2,2,100,100,100,100,100,100,100,100,33.3333333333333,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,2,1,4,1,2,5,3,5,5,1,4
"R_2YR5jzzJYZj5buG","LL",25,1.3,18.73,"Individualistic",1413,1124,"HH","HL","LH","LL",10,10,10,5,10,15,10,5,"HH-LL","Welfare","","HH","HL","LH","LL","Similarity","",20,15,10,20,10,20,5,15,15,10,10,5,10,10,10,10,"Welfare","",128,128,113,113,70,101,71,90,98,98,61,80,66,65,43,43,38,38,33,33,"Similarity","","agree somewhat","neither agree
nor disagree","agree somewhat","disagree somewhat","strongly agree","strongly agree","agree somewhat","strongly agree","disagree somewhat","agree somewhat","agree somewhat","Male",30,"United States of America","Some college but no degree",4,4,4,26.6666666666667,20,13.3333333333333,26.6666666666667,40,26.6666666666667,20,20,20,40,13.3333333333333,20,40,40,40,40,50.1960784313725,50.2222222222222,50.2222222222222,41.1764705882353,59.4117647058824,44.375,56.25,50.2564102564103,43.5714285714286,57.1428571428571,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,3,4,2,5,5,4,5,2,4,4,4,3
"R_1gBg4kriJdsJRLP","LL",25,1.3,37.09,"Prosocial",1385,1215,"HH","LL","HL","LH",10,10,15,10,35,35,10,10,"HL-LH","Similarity","","LL","LH","HL","HH","Similarity","",35,35,40,35,10,35,15,40,35,10,40,15,15,10,15,15,"Similarity","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","neither agree
nor disagree","agree somewhat","neither agree
nor disagree","disagree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","agree somewhat","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","Male",35,"United States of America","Master's degree",4,4,4,46.6666666666667,46.6666666666667,53.3333333333333,46.6666666666667,40,46.6666666666667,60,53.3333333333333,46.6666666666667,40,53.3333333333333,60,60,40,60,60,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,3,4,3,2,3,4,4,4,3,3,3,3,4
"R_3Gv2HyYaWcdXxOj","LL",25,1.3,7.82,"Individualistic",1455,1075,"HH","HL","LH","LL",0,0,0,0,0,0,0,0,"HH-LL","Similarity","","LL","HL","LH","HH","Welfare","",50,50,50,50,0,0,0,50,0,0,50,0,0,0,0,0,"Welfare","",128,128,113,113,21,150,0,161,98,98,0,141,0,131,43,43,38,38,33,33,"Welfare","","strongly disagree","strongly agree","strongly disagree","strongly disagree","strongly agree","strongly disagree","strongly disagree","strongly agree","strongly agree","strongly agree","strongly agree","Male",36,"United States of America","Some college but no degree",3,4,3,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,0,0,0,66.6666666666667,0,0,66.6666666666667,0,0,0,0,0,50.1960784313725,50.2222222222222,50.2222222222222,12.3529411764706,88.2352941176471,0,100.625,50.2564102564103,0,100.714285714286,0,100.769230769231,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,5,1,1,5,1,1,5,5,5,5,1,5
"R_2v0NCYNYB0wL5Sd","LL",25,1.3,33.18,"Prosocial",1278,1202,"HL","HH","LH","LL",10,10,10,15,25,25,10,10,"HL-LH","Inequality","","LL","LH","HH","HL","Welfare","",60,60,50,50,15,50,10,30,50,20,50,15,20,15,15,10,"Welfare","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Other","i just split it in half","disagree somewhat","agree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","agree somewhat","strongly agree","strongly agree","Male",35,"United States of America","High school graduate (high school diploma or equivalent including GED)",2,2,6,80,80,66.6666666666667,66.6666666666667,60,66.6666666666667,40,40,66.6666666666667,80,66.6666666666667,60,80,60,60,40,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,3,4,4,2,4,4,4,5,5,2,4
"R_SGENkKD7HcjdsY1","LL",25,1.3,7.82,"Individualistic",1455,1075,"HH","HL","LH","LL",10,10,10,10,10,10,10,10,"HH-LL","Welfare","","LL","LH","HL","HH","Welfare","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Welfare","",128,128,126,100,125,46,110,51,98,98,100,41,100,31,43,43,45,31,33,33,"Welfare","","disagree somewhat","agree somewhat","disagree somewhat","disagree somewhat","agree somewhat","strongly agree","neither agree
nor disagree","strongly agree","agree somewhat","strongly agree","strongly agree","Male",37,"United States of America","Bachelor's degree in college (4-year)",1,1,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,56,44.4444444444444,73.5294117647059,27.0588235294118,68.75,31.875,50.2564102564103,71.4285714285714,29.2857142857143,76.9230769230769,23.8461538461538,50.5882352941176,60,41.3333333333333,50.7692307692308,2,4,2,2,4,5,3,5,4,5,5,2,4
"R_54M96vpWvwz2vxD","LL",25,1.3,37.09,"Prosocial",1375,1215,"HH","HL","LH","LL",10,10,5,5,10,10,5,5,"HH-LL","Welfare","","LL","HL","LH","HH","Welfare","",20,20,20,10,10,20,20,10,10,10,10,10,10,10,10,10,"Welfare","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Welfare","","disagree somewhat","neither agree
nor disagree","neither agree
nor disagree","agree somewhat","disagree somewhat","agree somewhat","strongly agree","agree somewhat","strongly disagree","agree somewhat","strongly agree","Male",27,"United States of America","Bachelor's degree in college (4-year)",5,4,5,26.6666666666667,26.6666666666667,26.6666666666667,13.3333333333333,40,26.6666666666667,80,13.3333333333333,13.3333333333333,40,13.3333333333333,40,40,40,40,40,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,3,3,4,2,4,5,4,1,4,5,2,3
"R_3rUsir0k4qtacTz","LL",25,1.3,23.84,"Prosocial",1331,1201,"HH","HL","LH","LL",0,0,0,0,50,30,5,1,"HH-LL","Welfare","","LL","LH","HL","HH","Inequality","",75,75,75,75,5,75,5,75,75,5,75,5,5,5,5,5,"Inequality","",128,128,113,113,88,83,81,80,98,98,80,61,80,51,43,43,38,38,33,33,"Inequality","","disagree somewhat","disagree somewhat","strongly disagree","strongly disagree","agree somewhat","disagree somewhat","disagree somewhat","strongly agree","disagree somewhat","strongly agree","strongly agree","Male",46,"United States of America","Some college but no degree",3,3,5,100,100,100,100,20,100,20,100,100,20,100,20,20,20,20,20,50.1960784313725,50.2222222222222,50.2222222222222,51.764705882353,48.8235294117647,50.625,50,50.2564102564103,57.1428571428571,43.5714285714286,61.5384615384615,39.2307692307692,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,2,1,1,4,2,2,5,2,5,5,2,2
"R_9vQ5xjeByKSJtbH","LL",25,1.3,34.88,"Prosocial",1288,1225,"HH","HL","LH","LL",13,13,12,13,30,25,12,13,"HH-LL","Similarity","","LL","LH","HH","HL","Inequality","",35,33,32,30,12,30,10,35,30,12,30,10,25,22,21,25,"Inequality","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,39,37,33,33,"Inequality","","strongly disagree","strongly agree","strongly disagree","agree somewhat","strongly agree","strongly disagree","strongly disagree","strongly agree","agree somewhat","strongly agree","strongly agree","Male",48,"United States of America","Some college but no degree",1,1,7,46.6666666666667,44,42.6666666666667,40,48,40,40,46.6666666666667,40,48,40,40,100,88,84,100,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,52,49.3333333333333,50.7692307692308,1,5,1,4,5,1,1,5,4,5,5,1,5
"R_3EQ3AEgNtBFaMtX","LL",25,1.3,37.48,"Prosocial",1393,1188,"HH","HL","LH","LL",15,10,15,10,50,20,10,10,"HL-LH","Inequality","","LL","LH","HL","HH","Inequality","",60,60,50,50,15,60,10,50,50,15,50,15,15,15,10,10,"Welfare","",128,128,100,126,45,126,120,41,98,98,95,46,36,95,43,43,36,40,33,33,"Inequality","","disagree somewhat","strongly disagree","disagree somewhat","disagree somewhat","neither agree
nor disagree","disagree somewhat","agree somewhat","neither agree
nor disagree","disagree somewhat","disagree somewhat","neither agree
nor disagree","Male",43,"United States of America","Doctoral degree",6,6,2,80,80,66.6666666666667,66.6666666666667,60,80,40,66.6666666666667,66.6666666666667,60,66.6666666666667,60,60,60,40,40,50.1960784313725,44.4444444444444,56,26.4705882352941,74.1176470588235,75,25.625,50.2564102564103,67.8571428571429,32.8571428571429,27.6923076923077,73.0769230769231,50.5882352941176,48,53.3333333333333,50.7692307692308,2,1,2,2,3,2,4,3,2,2,3,2,1
"R_2f2GpDRMyRmgXP8","LL",25,1.3,7.82,"Individualistic",1455,1075,"LL","HH","LH","HL",5,5,5,5,10,25,5,5,"HL-LH","Inequality","","HH","HL","LH","LL","Inequality","",25,25,25,25,5,25,5,25,25,5,25,5,5,5,5,5,"Other","Inequality, but I also wanted to note I noticed just as I was clicking next that the final selection was an attention check and I'm really hoping I won't get rejected purely on missing that one because I was trying to answer with inequality in mind.",128,128,113,113,85,86,80,81,98,98,70,71,65,66,43,43,38,38,33,33,"Similarity","","strongly disagree","strongly agree","agree somewhat","neither agree
nor disagree","agree somewhat","disagree somewhat","neither agree
nor disagree","agree somewhat","neither agree
nor disagree","strongly agree","strongly agree","Female",36,"United States of America","Associate degree in college (2-year)",1,1,2,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,20,33.3333333333333,20,33.3333333333333,33.3333333333333,20,33.3333333333333,20,20,20,20,20,50.1960784313725,50.2222222222222,50.2222222222222,50,50.5882352941176,50,50.625,50.2564102564103,50,50.7142857142857,50,50.7692307692308,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,5,4,3,4,2,3,4,3,5,5,1,5
"R_wMqTGhVfEqLiB5n","LL",25,1.3,5.82,"Individualistic",1455,1066,"HH","LH","HL","LL",5,5,5,5,10,10,5,5,"HL-LH","Inequality","","LL","HL","LH","HH","Welfare","",10,10,10,10,5,10,5,10,10,5,10,5,10,10,10,5,"Welfare","",128,128,128,98,128,43,128,33,98,98,98,43,98,33,43,43,43,33,33,33,"Inequality","","disagree somewhat","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","agree somewhat","agree somewhat","agree somewhat","neither agree
nor disagree","disagree somewhat","agree somewhat","strongly agree","Male",32,"United States of America","Bachelor's degree in college (4-year)",3,3,3,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,20,13.3333333333333,20,13.3333333333333,13.3333333333333,20,13.3333333333333,20,40,40,40,20,50.1960784313725,56.8888888888889,43.5555555555556,75.2941176470588,25.2941176470588,80,20.625,50.2564102564103,70,30.7142857142857,75.3846153846154,25.3846153846154,50.5882352941176,57.3333333333333,44,50.7692307692308,2,3,3,3,4,4,4,3,2,4,5,2,3
"R_bpX0v5sjbQIvwLn","LL",25,1.3,-7.82,"Individualistic",1448,1028,"LL","LH","HL","HH",0,0,0,0,25,25,0,0,"HL-LH","Random","","LL","LH","HL","HH","Welfare","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Welfare","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Similarity","","strongly disagree","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","agree somewhat","strongly agree","neither agree
nor disagree","agree somewhat","strongly agree","Female",46,"United States of America","Some college but no degree",4,5,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,4,2,4,4,4,5,3,4,5,1,4
"R_2Xh4jsfVh9DKzpm","LL",25,1.3,26.87,"Prosocial",1368,1168,"LH","LL","HL","HH",10,10,10,10,10,10,10,10,"HH-LL","Similarity","","LL","LH","HL","HH","Welfare","",20,20,10,20,10,20,10,20,20,10,20,10,10,10,10,10,"Similarity","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Welfare","","agree somewhat","agree somewhat","strongly agree","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","strongly agree","disagree somewhat","agree somewhat","strongly agree","Male",32,"United States of America","Bachelor's degree in college (4-year)",7,7,2,26.6666666666667,26.6666666666667,13.3333333333333,26.6666666666667,40,26.6666666666667,40,26.6666666666667,26.6666666666667,40,26.6666666666667,40,40,40,40,40,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,4,4,5,3,3,3,3,5,2,4,5,4,4
